"track_name","track_artist","track_popularity","track_album_name","track_album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"blackbeak","youngblood hawke",40,"wake up",2013-01-01,0.566,0.763,7,-6.146,0,0.0296,0.00119,0,0.324,0.577,134.973,239160
"someone to you","banners",74,"empires on fire",2017-11-03,0.46,0.928,2,-3.683,1,0.0451,0.00595,0,0.24,0.684,75.05,219800
"hold on","flor",57,"come out. you're hiding (deluxe)",2018-02-02,0.609,0.872,8,-4.72,1,0.0447,0.0483,0.000971,0.119,0.534,111.967,204774
"high","young rising sons",50,"young rising sons",2014-07-08,0.646,0.85,7,-5.145,1,0.043,0.028,7.21e-05,0.281,0.518,116.999,165720
"waking up the giants","grizfolk",53,"waking up the giants",2015-12-04,0.588,0.602,11,-8.919,0,0.0322,0.0442,0.00278,0.428,0.239,128.019,234800
"mission control","knox hamilton",44,"beach boy - ep",2018-07-06,0.718,0.618,10,-5.824,1,0.0343,0.065,0,0.397,0.511,122.958,199080
"you & jennifer","bülow",71,"damaged vol. 2",2018-06-08,0.752,0.698,11,-6.53,1,0.306,0.52,0,0.211,0.347,132.058,159453
"love is blind","coleman hell",43,"love is blind",2018-07-27,0.66,0.779,3,-4.625,1,0.0309,0.00746,0,0.193,0.559,128.007,173108
"infinity","jaymes young",69,"feel something",2017-06-23,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,237720
"daylight","matt and kim",65,"grand",2009-01-20,0.57,0.798,9,-4.92,1,0.0323,0.102,0.000128,0.178,0.671,103.303,171333
"different kind of love","kid runner",30,"different kind of love",2015-11-13,0.591,0.868,0,-5.555,1,0.0362,0.00128,0.000586,0.116,0.553,110.018,207427
"take it all back 2.0","judah & the lion",65,"folk hop n' roll (deluxe)",2017-03-10,0.441,0.802,0,-6.411,1,0.0305,0.0104,6.25e-05,0.123,0.783,148.023,218356
"volcanic love","the aces",36,"when my heart felt volcanic",2018-04-06,0.439,0.819,6,-4.253,1,0.0751,0.0134,0,0.2,0.567,179.885,205977
"on our way","the royal concept",35,"goldrushed",2013-09-11,0.6,0.828,1,-5.485,1,0.121,0.00448,0,0.168,0.356,130.913,194187
"count on you","paperwhite",30,"count on you",2018-11-16,0.688,0.707,8,-6.852,1,0.04,0.109,7.8e-05,0.0909,0.578,129.984,224073
"dead 2 me","emily vaughn",36,"dead 2 me",2019-02-15,0.457,0.612,4,-6.765,0,0.156,0.233,0,0.117,0.495,160.097,165000
"set on fire","magic giant",51,"in the wind",2017-05-19,0.229,0.871,6,-4.558,1,0.103,0.0133,2.18e-06,0.266,0.395,86.965,215653
"1000 nights","frenship",57,"1000 nights",2017-01-27,0.594,0.709,6,-9.541,0,0.0377,0.0315,0.0562,0.0738,0.587,90.001,240293
"limestone","magic city hippies",58,"hippie castle ep",2015-07-24,0.706,0.457,4,-9.359,1,0.0383,0.282,0.00849,0.0614,0.723,78.014,209165
"me, myself, and i","vinyl theatre",46,"me, myself, and i",2017-09-29,0.619,0.711,4,-5.211,0,0.0328,0.0149,2.2e-05,0.0968,0.309,90.987,206267
"hollow life","coast modern",57,"coast modern",2017-07-28,0.634,0.743,8,-4.039,1,0.0392,0.00298,1.96e-06,0.0442,0.243,118.937,237880
"free but hollow","hidinin",35,"free but hollow",2016-07-25,0.507,0.799,6,-4.53,1,0.0377,0.00604,2.52e-05,0.15,0.616,146.038,220542
"chasin' honey","wild party",54,"phantom pop",2014-10-07,0.526,0.637,7,-5.052,1,0.0656,0.02,1.25e-06,0.0978,0.765,176.1,189960
"fire escape","andrew mcmahon in the wilderness",53,"zombies on broadway",2017-02-10,0.583,0.862,4,-4.387,1,0.0575,0.0468,0,0.256,0.422,105.999,204840
"sleep talking","charlotte lawrence",66,"sleep talking",2017-10-20,0.661,0.762,5,-4.307,1,0.0402,0.452,0,0.162,0.583,101.99,224224
"i'm good","the mowgli's",58,"kids in love",2015-04-14,0.612,0.921,0,-5.338,1,0.0705,0.0115,0,0.166,0.674,96.045,166893
"tongue tied","grouplove",78,"never trust a happy song",2011-09-02,0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,218013
"bridges","broods",56,"evergreen",2014-01-01,0.389,0.634,4,-6.362,0,0.137,0.017,0,0.101,0.27,169.539,191808
"king's cup","charlee remitz",19,"bright white trims",2015-06-30,0.671,0.794,2,-6.328,0,0.0568,0.101,0,0.29,0.533,144.981,191922
"phantom","nightly",50,"the sound of your voice",2018-11-09,0.58,0.795,4,-5.123,0,0.036,0.00287,0.000202,0.134,0.27,126.013,201735
"one foot","walk the moon",65,"what if nothing",2017-11-10,0.582,0.821,0,-4.861,1,0.0365,0.00754,2.1e-06,0.818,0.468,100.025,261373
"nolo","grace mitchell",46,"raceday",2015-08-21,0.537,0.66,8,-7.415,0,0.0341,0.00866,1.41e-05,0.279,0.235,89.935,265973
"tongues","joywave",56,"how do you feel now?",2015-04-14,0.827,0.682,6,-7.111,0,0.0435,0.00048,0.0187,0.101,0.933,117.967,234773
"out of my league","fitz and the tantrums",67,"more than just a dream (deluxe)",2013-05-07,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,209386
"harlem","new politics",57,"a bad girl in harlem",2013-05-17,0.603,0.952,6,-3.699,1,0.0947,0.00189,0.000445,0.317,0.588,133.97,163627
"high","sir sly",61,"don't you worry, honey",2017-06-30,0.743,0.733,2,-5.576,1,0.0352,0.00705,0.00753,0.0565,0.726,122.975,231897
"pretty sad","xylØ",54,"pretty sad",2019-03-01,0.585,0.619,8,-6.643,1,0.0286,0.0824,2.57e-06,0.0996,0.337,100.045,199222
"stockholm","atlas genius",52,"inanimate objects",2015-08-28,0.568,0.746,7,-5.437,1,0.0462,0.0054,0,0.162,0.409,125.04,191640
"sweet talk","saint motel",63,"saintmotelevision",2016-10-21,0.67,0.843,1,-4.311,1,0.0454,0.0392,0,0.225,0.713,117.01,192040
"miss you like hell","nightly",48,"the sound of your voice",2018-11-09,0.418,0.922,7,-4.595,1,0.122,0.000567,0,0.122,0.238,94.927,189181
"new friends","maty noyes",61,"love songs from a lolita",2018-08-10,0.675,0.72,1,-4.768,0,0.21,0.033,1.3e-05,0.0311,0.593,168.039,190547
"say the word","emily vaughn",33,"say the word",2018-08-31,0.604,0.724,5,-4.532,1,0.146,0.0693,0,0.07,0.419,180.097,202667
"something new","secret weapons",35,"as the setting sun comes crashing down on me",2017-08-18,0.548,0.907,11,-5.236,1,0.057,0.0105,0,0.274,0.581,96.01,217200
"navigator","moonzz",45,"navigator",2017-03-28,0.553,0.842,3,-4.832,1,0.0916,0.252,7.17e-05,0.121,0.415,171.983,210784
"dreaming","smallpools",57,"lovetap!",2015-03-24,0.612,0.89,10,-2.827,0,0.047,0.000478,0,0.0672,0.886,118.989,216253
"fire alarm","castlecomer",52,"castlecomer",2018-10-05,0.513,0.924,9,-4.574,1,0.0503,0.000151,0.0203,0.303,0.52,145.01,237453
"kidnap me","cruisr",47,"all over",NA,0.312,0.789,0,-6.29,1,0.0615,0.0251,1.05e-05,0.186,0.82,176.745,202200
"take it or leave it","great good fine ok",46,"iii",2017-01-05,0.69,0.753,6,-3.83,1,0.0555,0.162,0,0.0718,0.931,148.024,183468
"hurry, hurry","air traffic controller",39,"nordo",2012-06-26,0.612,0.913,9,-4.668,1,0.0492,0.0015,0,0.117,0.803,120.001,203267
"ready for you","hunter hunted",34,"ready for you",2015-07-10,0.567,0.83,0,-5.655,1,0.0281,9.6e-05,0.248,0.394,0.158,93.996,205587
"a phone call in amsterdam","valley",53,"maybe",2019-09-17,0.523,0.655,1,-7.972,1,0.0349,0.00491,0,0.322,0.371,100,233333
"feeling electric","parade of lights",47,"feeling electric",2015-06-02,0.452,0.824,0,-4.68,1,0.0526,0.000469,0.000644,0.138,0.676,97.083,221618
"don't change me","kid runner",27,"don't change me",2016-07-29,0.67,0.888,0,-5.368,1,0.0299,0.00901,0,0.419,0.652,101.855,191573
"two high","moon taxi",61,"let the record play",2018-01-19,0.68,0.735,11,-5.553,0,0.0482,0.0505,0.00132,0.109,0.523,106.994,213120
"brazooka","nvdes",40,"brazooka",2019-09-10,0.543,0.908,1,-8.543,0,0.102,0.00015,0.85,0.0921,0.387,147.901,129730
"feel","victors",38,"feel",2016-10-14,0.548,0.899,3,-4.773,1,0.0458,0.00037,0.000599,0.0854,0.552,118.986,225464
"cold cold man","saint motel",65,"my type ep",2014-08-16,0.613,0.661,9,-4.984,1,0.0263,0.00652,0,0.0976,0.509,110.978,230773
"careless","vacation manor",51,"girl, say",2016-04-23,0.554,0.776,2,-4.756,1,0.0411,0.00438,2.58e-06,0.764,0.522,116.076,195240
"golden age","the electric sons",29,"golden age",2015-11-14,0.586,0.814,7,-6.244,1,0.114,0.178,2.7e-05,0.133,0.646,104.925,228571
"back together","loote",54,"back together",2018-09-21,0.769,0.569,7,-5.615,1,0.191,0.255,0,0.0964,0.485,110.032,183280
"guru","coast modern",63,"coast modern",2017-07-28,0.76,0.674,3,-6.425,1,0.0411,0.231,0.0027,0.0728,0.797,140.022,204067
"bad habits","the federal empire",48,"i never liked your friends",2019-07-12,0.309,0.869,2,-3.298,1,0.0771,0.0136,0,0.0454,0.454,111.614,257076
"finest hour (feat. abir)","cash cash",65,"finest hour (feat. abir)",2018-04-12,0.656,0.729,5,-4.223,0,0.0765,0.0789,0,0.133,0.438,95.974,215781
"waiting on the summer","vhs collection",51,"stereo hype",2016-09-30,0.553,0.811,4,-5.832,1,0.111,0.0449,0,0.101,0.629,104.988,254572
"passenger side","smallpools",56,"passenger side",2017-07-21,0.585,0.801,11,-5.406,0,0.0995,0.00601,8.2e-05,0.0865,0.283,101.987,221747
"dancing in a room","ezi",50,"afraid of the dark ep",2018-01-12,0.717,0.614,9,-5.043,0,0.053,0.0906,9.51e-06,0.115,0.382,112.01,208606
"murder","mako",50,"murder",2018-06-22,0.64,0.646,5,-6.161,0,0.13,0.276,0,0.126,0.37,97.864,189185
"get wild","lost my name",4,"diy",2015-04-14,0.693,0.734,5,-6.9,0,0.0565,0.00219,1.29e-05,0.163,0.828,131.967,213222
"ease your mind","joan",52,"ease your mind",2019-10-18,0.692,0.648,6,-5,1,0.0374,0.141,0,0.061,0.944,107.229,172307
"scars to your beautiful","alessia cara",77,"know-it-all (deluxe)",2016-03-11,0.573,0.739,0,-5.74,1,0.129,0.0285,0,0.111,0.451,97.085,230227
"the greatest","sia",14,"the greatest",NA,0.666,0.723,1,-6.164,1,0.268,0.0109,0.00047,0.0507,0.739,192.024,210893
"once in a while","timeflies",66,"once in a while",2016-03-18,0.786,0.687,0,-5.914,1,0.141,0.00758,0,0.619,0.345,105.021,215160
"you & me","marc e. bassy",3,"groovy people",2016-08-05,0.693,0.65,1,-8.376,1,0.192,0.0398,0,0.186,0.663,85.026,218480
"starving","hailee steinfeld",13,"starving",2016-07-22,0.724,0.628,4,-4.219,1,0.0962,0.409,0,0.105,0.524,99.898,181880
"lush life","zara larsson",12,"lush life",2015-06-05,0.658,0.741,7,-2.86,0,0.0536,0.141,0,0.189,0.789,98.024,202213
"millionaire - alan walker remix","digital farm animals",60,"millionaire (alan walker remix)",2016-09-02,0.602,0.807,5,-4.577,1,0.0545,0.0186,0,0.148,0.424,96.044,189347
"play that song","train",4,"play that song",NA,0.393,0.825,3,-1.746,1,0.06,0.0238,2.95e-06,0.0951,0.544,99.188,241360
"hurricane","halsey",63,"badlands (deluxe)",2015-08-28,0.586,0.83,0,-5.375,1,0.0416,0.00823,0.0028,0.348,0.486,120.017,223082
"shout out to my ex","little mix",8,"shout out to my ex",2016-10-16,0.774,0.739,0,-4.022,1,0.0952,0.0316,5.95e-06,0.119,0.823,126.002,246240
"anywhere","dillon francis",52,"anywhere",2016-09-16,0.795,0.642,8,-4.089,1,0.0425,0.0266,1.2e-05,0.0805,0.608,115.009,177596
"she sets the city on fire","gavin degraw",51,"she sets the city on fire",2016-07-15,0.617,0.615,4,-6.518,1,0.0567,0.0139,0,0.0897,0.564,125.898,218631
"sour patch kids","bryce vine",55,"lazy fair",2014-04-15,0.483,0.777,4,-5.049,1,0.0618,0.017,1.94e-05,0.209,0.572,153.054,252560
"till the end","swanky tunes",42,"till the end",2016-08-19,0.574,0.922,4,-3.104,1,0.0476,0.42,0.000189,0.146,0.232,108.005,195653
"millionaire (feat. nelly)","cash cash",45,"blood, sweat & 3 years",2016-06-24,0.599,0.9,5,-3.144,1,0.136,0.0936,0,0.0888,0.394,100.014,186120
"beast","tungevaag",52,"beast",2016-09-09,0.569,0.789,11,-4.607,1,0.123,0.564,0,0.294,0.603,160.014,198012
"waste a moment","kings of leon",22,"waste a moment",2016-09-09,0.436,0.85,2,-4.86,1,0.0617,0.000861,0.74,0.128,0.537,152.644,183093
"somewhere new (feat. m-22) - radio edit","klingande",47,"somewhere new (feat. m-22)",2016-08-26,0.674,0.647,5,-6.105,1,0.0474,0.000395,0.00203,0.0696,0.287,124.048,208138
"cruel (feat. zayn)","snakehips",62,"cruel (feat. zayn)",2016-07-15,0.603,0.879,5,-4.098,1,0.124,0.0184,0,0.156,0.318,110.125,228253
"sthlm nights","peg parnevik",33,"sthlm nights",2016-09-23,0.634,0.656,11,-4.478,1,0.0842,0.236,1.19e-05,0.0444,0.706,133.917,200827
"cold ain't for me","oceans",50,"cold ain't for me",2016-08-26,0.643,0.84,7,-3.423,1,0.031,0.00212,0,0.391,0.356,105.027,205812
"bonfire","miss li",41,"bonfire",2016-08-12,0.603,0.882,11,-2.772,0,0.0677,0.0089,0.0584,0.632,0.688,172.175,209616
"summer on you","sam feldt",38,"summer on you",2016-07-22,0.731,0.727,7,-5.608,0,0.0356,0.0295,4.56e-06,0.171,0.601,120.968,160009
"sex","cheat codes",56,"sex",2016-03-07,0.51,0.692,0,-5.825,1,0.171,0.00451,0,0.138,0.209,102.42,228361
"raging (feat. kodaline)","kygo",61,"cloud nine",2016-05-13,0.55,0.689,3,-7.76,0,0.094,0.0498,0,0.207,0.408,99.904,224487
"surviving (feat. joe cleere)","sondr",43,"surviving (feat. joe cleere)",2016-03-28,0.6,0.848,4,-3.967,1,0.0433,0.0157,0,0.243,0.437,124.082,213223
"dollar bill (feat. kid ink)","phoebe ryan",39,"dollar bill (feat. kid ink)",2016-07-08,0.648,0.762,4,-5.116,1,0.0667,0.0441,0,0.127,0.581,87.969,226973
"peanut butter jelly","galantis",66,"pharmacy",2015-06-05,0.708,0.945,5,-3.247,0,0.234,0.00104,0.0803,0.227,0.545,127.96,203133
"be as you are","mike posner",42,"at night, alone.",2016-05-06,0.617,0.427,4,-9.451,0,0.034,0.226,1.23e-06,0.108,0.361,145.058,233587
"cinema (feat. gary go) - radio edit","benny benassi",37,"electroman",NA,0.48,0.825,2,-2.549,1,0.0582,0.0645,0,0.263,0.369,129.9,182973
"caroline","aminé",4,"caroline",2016-08-26,0.945,0.394,10,-8.571,1,0.492,0.303,0,0.131,0.743,120.058,209747
"ignition (remix)","r. kelly",9,"the r. in r&b collection: volume 1",2003-09-11,0.787,0.527,1,-6.981,1,0.0512,0.0615,0,0.0656,0.807,133.107,187733
"stereo hearts (feat. adam levine)","gym class heroes",59,"the papercut chronicles ii (deluxe)",2011-11-15,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,210960
"nervous - the ooh song/mark mccabe remix","gavin james",51,"nervous (the ooh song/mark mccabe remix)",2016-06-24,0.634,0.822,7,-7.438,1,0.0408,0.254,0.000418,0.262,0.285,104.982,195414
"september song","jp cooper",14,"september song",2016-09-16,0.623,0.656,0,-5.608,0,0.0416,0.0561,0,0.0855,0.366,95.878,220291
"what do you love","seeb",57,"what do you love",2016-10-14,0.55,0.918,11,-2.818,1,0.0723,0.149,1.7e-05,0.355,0.35,95.977,211875
"call on me - ryan riback remix","starley",68,"call on me (remixes)",2016-10-18,0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,222041
"solo dance","martin jensen",15,"solo dance",2016-11-04,0.744,0.836,6,-2.396,0,0.0507,0.0435,0,0.194,0.36,114.965,174933
"debut","maria hazell",11,"debut",2016-09-09,0.616,0.848,8,-3.021,1,0.202,0.866,0,0.108,0.519,78.27,196947
"all night","the vamps",4,"all night",2016-10-14,0.564,0.768,8,-6.431,1,0.0342,0.00262,0,0.324,0.362,144.971,197793
"whole heart","gryffin",61,"whole heart",2016-08-26,0.501,0.648,9,-7.173,1,0.0696,0.028,1.26e-05,0.153,0.191,163.834,225200
"sexual","neiked",51,"sexual",2016-08-26,0.793,0.567,2,-7.604,1,0.0813,0.0687,0,0.0663,0.813,108.007,188889
"runaways","sam feldt",8,"runaways",2016-10-07,0.757,0.565,11,-5.895,1,0.0324,0.174,0,0.105,0.682,119.959,180402
"let me hold you (turn me on)","cheat codes",9,"let me hold you (turn me on)",2016-04-13,0.681,0.774,1,-3.167,0,0.0787,0.0992,0,0.35,0.267,102.924,162425
"inside the lines","mike perry",55,"inside the lines",2016-10-21,0.561,0.8,8,-4.576,1,0.0324,0.0709,0.000133,0.0934,0.399,96.989,204504
"kids","onerepublic",63,"oh my my",2016-12-02,0.596,0.732,2,-6.189,1,0.0401,0.0153,0,0.318,0.228,99.98,238387
"playing to lose","lemaitre",28,"afterglow",2016-10-07,0.398,0.726,7,-4.048,1,0.0417,0.131,0,0.251,0.427,143.621,204267
"guilty pleasure","bryce vine",50,"lazy fair",2014-04-15,0.641,0.844,6,-5.758,1,0.0465,0.0032,0,0.106,0.834,150.03,204435
"take me home","bryce vine",48,"lazy fair",2014-04-15,0.368,0.896,5,-4.315,1,0.172,0.0516,0,0.141,0.69,88.493,230580
"the fall","bryce vine",52,"the fall",2016-09-30,0.604,0.549,1,-5.554,0,0.248,0.0684,5.15e-05,0.356,0.444,131.544,141420
"los angeles","bryce vine",0,"los angeles - single",2016-02-26,0.712,0.797,9,-6.206,1,0.0542,0.0682,0,0.253,0.872,150.095,193301
"all night longer remix","sammy adams",51,"all night longer remix",2014-06-23,0.73,0.637,1,-6.417,1,0.0837,0.00362,0,0.0642,0.56,127.026,237827
"hold on - radio edit","moguai",4,"hold on",2015-09-11,0.596,0.77,5,-5.852,1,0.0775,0.21,0,0.0938,0.547,124.914,178560
"by your side","jonas blue",58,"by your side",2016-10-28,0.696,0.743,6,-3.851,1,0.0329,0.0773,0,0.0587,0.636,123.007,201254
"ain't no saint","peg parnevik",47,"ain't no saint",2016-03-14,0.55,0.763,4,-3.72,0,0.0363,0.016,0.00013,0.344,0.531,84.637,187360
"we are (ziggy & carola)","peg parnevik",38,"we are (ziggy & carola)",2016-06-03,0.77,0.935,1,-2.539,0,0.1,0.256,1.26e-06,0.309,0.964,150.035,188867
"use somebody","kings of leon",75,"only by the night",2008-09-23,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760
"wild things","alessia cara",64,"know-it-all (deluxe)",2015-11-13,0.741,0.626,1,-4.826,0,0.0886,0.02,0,0.0828,0.706,108.029,188493
"the nights - avicii by avicii","avicii",43,"the nights (avicii by avicii)",2014-12-31,0.711,0.521,6,-5.104,1,0.0697,0.0872,2.79e-05,0.0807,0.34,125.995,264133
"kanye","the chainsmokers",60,"kanye",2014-08-05,0.599,0.619,10,-6.575,1,0.0523,0.002,1.49e-06,0.117,0.121,128.041,229947
"while i'm alive","strfkr",53,"miracle mile",2013-02-12,0.706,0.69,9,-5.538,0,0.0308,0.0538,0.465,0.281,0.81,100.002,230053
"coastin'feat. k. flay - dirty","zion i",0,"the takeover",2009-01-26,0.817,0.695,8,-7.391,1,0.0497,0.0299,0.00183,0.0956,0.404,91.971,266413
"good feeling","flo rida",59,"good feeling",2011-08-29,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133
"cash machine","dram",40,"cash machine",2016-09-09,0.745,0.669,9,-3.613,1,0.129,0.522,0,0.154,0.699,143.164,181154
"atmosphere","kaskade",19,"atmosphere",2013-09-09,0.585,0.77,3,-4.604,1,0.0396,0.0227,5.6e-06,0.0692,0.393,122.987,231453
"r.i.p. 2 my youth","the neighbourhood",1,"r.i.p. 2 my youth",2015-08-21,0.365,0.669,7,-5.635,0,0.0498,0.00231,0,0.117,0.204,94.669,205133
"l.a. story (feat. mike posner)","sammy adams",50,"l.a. story (feat. mike posner)",2013-05-28,0.593,0.872,1,-4.525,0,0.0959,0.0784,0,0.286,0.523,91.964,208000
"riptide","vance joy",78,"dream your life away (special edition)",2014-09-09,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,204280
"habits (stay high) - hippie sabotage remix","tove lo",65,"queen of the clouds",2014-01-01,0.735,0.686,4,-7.562,0,0.0366,0.00108,0.871,0.0933,0.0656,121.011,258933
"borderline - vanic remix","tove styrke",58,"borderline (vanic remix)",2015-03-31,0.406,0.949,8,-4.488,0,0.114,0.00685,5.2e-06,0.0805,0.457,160.007,256500
"samurai","vanic",47,"samurai",2016-09-16,0.381,0.668,1,-4.328,0,0.0326,0.00457,0,0.0877,0.104,75.004,201600
"hypnotic - vanic remix","zella day",59,"hypnotic (vanic remix)",2016-01-15,0.552,0.745,6,-5.564,0,0.0807,0.00361,0,0.43,0.488,159.915,282000
"never be like you (feat. kai)","flume",3,"skin",2016-05-27,0.564,0.552,0,-5.438,1,0.055,0.439,0,0.163,0.26,119.907,233337
"false alarm","matoma",49,"false alarm",2016-06-24,0.643,0.732,5,-6.762,0,0.0294,0.00681,4.57e-05,0.0606,0.181,102.979,224272
"erase me - main","kid cudi",69,"man on the moon ii: the legend of mr. rager",2010-01-01,0.688,0.631,9,-5.612,1,0.13,0.063,0,0.108,0.854,186.066,192253
"all time low","jon bellion",73,"the human condition",2016-06-10,0.617,0.567,0,-4.188,1,0.0828,0.0584,0,0.0933,0.505,90.246,217603
"that's all i need","dirty heads",54,"dirty heads",2016-07-15,0.765,0.657,11,-6.394,0,0.0829,0.0175,0,0.345,0.553,91.998,213147
"in my mind","maty noyes",58,"noyes complaint",2016-10-28,0.768,0.632,0,-3.877,0,0.0252,0.469,0,0.0391,0.788,102.075,212267
"gravity","timeflies",1,"gravity",2016-11-11,0.68,0.666,10,-5.698,1,0.0441,0.0217,0,0.125,0.501,74,214787
"naked","elin bergman",34,"naked",2016-11-04,0.703,0.559,9,-7.875,1,0.0444,0.0538,0,0.0589,0.373,110.043,204510
"3 foot tall","classified",47,"classified",2014-09-30,0.609,0.742,11,-5.739,0,0.0989,0.25,0,0.641,0.523,75.892,220947
"how far i'll go - from ""moana""","alessia cara",17,"how far i'll go (from ""moana"")",2016-10-28,0.314,0.555,9,-9.601,1,0.37,0.157,0.000108,0.067,0.159,179.666,175517
"chills","down with webster",18,"chills",2013-12-17,0.528,0.844,2,-5.095,1,0.16,0.0761,0,0.133,0.581,148.018,208026
"i don’t wanna live forever (fifty shades darker)","zayn",76,"i don’t wanna live forever (fifty shades darker)",2016-12-09,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200
"something wrong","timeflies",0,"something wrong",2016-08-26,0.712,0.775,7,-5.452,0,0.298,0.0441,0,0.185,0.508,94.928,234988
"sit still, look pretty","daya",70,"sit still, look pretty",2016-10-07,0.657,0.739,2,-4.081,1,0.274,0.141,0,0.178,0.543,181.994,202221
"happy","oh wonder",69,"happy",2020-01-03,0.698,0.516,6,-8.472,1,0.0331,0.454,0,0.0922,0.516,101.979,172907
"wasting time","the mowgli's",57,"wasting time",2020-01-03,0.586,0.788,8,-6.196,1,0.0337,0.0147,0.00565,0.0844,0.625,93.027,223913
"lucky","chelsea cutler",73,"lucky",2019-11-01,0.78,0.261,2,-9.626,1,0.0488,0.332,0,0.238,0.639,92.107,148987
"good nights (feat. mascolo)","whethan",67,"life of a wallflower vol. 1",2018-11-09,0.849,0.483,6,-7.114,0,0.291,0.443,0.000141,0.0786,0.282,101.015,165618
"beige","yoke lore",50,"goodpain",2017-06-16,0.47,0.67,10,-7.526,1,0.0783,0.393,0.041,0.117,0.219,83.856,204213
